1	12528470	4968
1	13436132	4766
1	14104209	4727
1	14801909	3111
1	31108673	4886
1	32063369	6457
1	47232270	4847
1	48118120	4841
1	49031942	3849
1	54742707	4913
1	55524202	4645
1	56285658	4958
1	57081129	4735
1	57895419	3842
1	58546852	4612
1	59357232	6913
1	73883872	4891
1	74896682	6841
1	80646838	4730
1	81353048	5558
1	104226728	4732
1	104830798	4295
1	171825009	4831
1	172816600	5688
1	193106164	4691
1	193901611	4863
1	194623081	4899
1	195390196	3901
1	222593082	4673
1	223464413	6451
1	241519811	4902
1	242239557	6488
1	243255398	4860
1	244257701	4739
1	245024906	4807
2	6001325	4684
2	6713041	6814
2	11146840	4552
2	11886439	6588
2	13007063	4828
2	13739066	7353
2	17123190	4765
2	17914215	4838
2	18642195	4995
2	26827570	4791
2	28010562	6491
2	38975499	4682
2	39862495	4865
2	40486330	4386
2	47570989	4972
2	48414881	4551
2	49052277	4667
2	49713981	4352
2	50385121	4582
2	51143683	4567
2	51775818	4623
2	52407967	4853
2	53052591	5724
2	58296598	4776
2	59219279	5263
2	70248710	4642
2	70994225	7285
2	77593369	4952
2	78329980	4728
2	79087945	4454
2	79742645	5584
2	98731176	4844
2	99675011	6360
2	113086961	4808
2	113953658	4727
2	114919256	4716
2	115774520	4683
2	116513702	4992
2	117382576	5346
2	119700201	4930
2	120620088	4749
2	121425165	4880
2	122371303	4352
2	140217289	4760
2	140889492	4387
2	141465666	4422
2	142137880	4736
2	142942219	7349
2	159286849	4880
2	160130115	6605
2	161411767	4813
2	162460483	6765
2	163736062	4746
2	164755096	4838
2	165687482	4539
2	168451656	4938
2	169266390	5357
2	179400925	4894
2	180170135	4697
2	182523242	4885
2	183345018	4608
2	184100316	4515
2	210679157	4955
2	211423203	4661
2	212105005	3176
2	212538891	4960
2	213346606	4850
2	214121050	3429
2	235178955	4953
2	235941259	4971
3	2089261	4872
3	2711701	3340
3	3126663	4709
3	3711344	5497
3	5250305	4587
3	5808115	4734
3	6365935	4605
3	6984973	4830
3	7672793	4796
3	8291591	4738
3	16531852	4956
3	17335148	4901
3	18313164	6468
3	19535696	4998
3	20342269	4793
3	21030924	4840
3	21648258	6632
3	22373371	4628
3	23047214	6480
3	24103288	4924
3	24878405	4852
3	25468337	7357
3	27369510	4655
3	28127743	4904
3	29019544	6668
3	54048843	4985
3	54849896	4285
3	59119559	4687
3	59834545	4918
3	60417995	4927
3	61084795	4646
3	61810439	3522
3	67306409	4830
3	68065295	6459
3	74005659	4844
3	74837300	4827
3	75659186	4475
3	76438166	7309
3	79767865	4676
3	80516382	7190
3	91356964	4988
3	94493932	4213
3	95172427	4946
3	95847415	5962
3	104063632	4992
3	104825402	4785
3	109243175	4896
3	110107595	6554
3	113515237	4691
3	114522018	4705
3	115509858	4824
3	116430490	4545
3	143848581	4729
3	144661606	4857
3	145470526	7532
3	151499856	4890
3	152396266	5574
3	153374236	4721
3	154088623	6678
3	163361613	4881
3	164121979	6283
3	174378055	4688
3	175094325	4610
3	189325354	4787
3	190046600	5903
4	5527851	4842
4	6127043	6810
4	19909742	4719
4	20687022	4614
4	21351132	4159
4	21948849	4812
4	22675764	7183
4	26104308	4737
4	27073415	6126
4	29408062	4921
4	30179138	4908
4	30919150	4410
4	32353270	4596
4	32949822	3001
4	34966394	4880
4	35605014	7053
4	56681949	4640
4	57341076	4843
4	58000203	3766
4	58565172	4685
4	59219318	4874
4	59909270	4981
4	60540548	4139
4	78003489	4909
4	78840579	4573
4	79701927	4707
4	80543403	4521
4	83731805	4873
4	84640889	4901
4	85560614	6871
4	89308060	4569
4	90037043	4587
4	90778319	4768
4	91519595	4680
4	92430433	4645
4	93350281	4718
4	94147277	4723
4	94956245	4394
4	99654698	4989
4	100498895	4947
4	111064277	4713
4	111933873	4592
4	113420186	4896
4	114312087	4981
4	122923018	4894
4	123764615	5399
4	127077812	4920
4	128103026	6421
4	142847482	4537
4	143719802	4610
4	144368866	3242
4	159064448	4874
4	159933996	4683
4	160662752	4638
4	161289725	5893
4	169833413	4983
4	170597901	4839
4	171291837	4806
4	172037933	7816
4	177691118	4684
4	178449393	4219
4	178991018	6545
4	181265079	4970
4	181927327	5651
5	9546125	4978
5	10280657	4717
5	11053779	5000
5	17669568	4842
5	18435902	4839
5	19184612	4790
5	19972296	3714
5	45896020	4406
5	46350746	4301
5	58161802	4906
5	58947676	4712
5	59789796	3797
5	61546220	4966
5	62493526	4763
5	67902650	4547
5	68691371	6564
5	78770071	4769
5	79628576	7499
5	82587461	4787
5	83443964	5410
5	89466448	4916
5	90481573	7036
5	98833761	4780
5	99660216	7057
5	102296599	4987
5	103092641	4993
5	104014931	4887
5	104831751	4547
5	105630976	4349
5	111494936	4887
5	112218091	5878
5	113021020	4984
5	113702647	6603
5	128189738	4913
5	128974587	3080
5	153899037	4993
5	154762767	6831
5	158278863	4880
5	159208585	4752
5	160028098	5374
5	166382649	4917
5	167240880	7463
6	6655033	4995
6	7324919	4414
6	7999467	4972
6	8774367	4651
6	9529264	4324
6	19840734	4637
6	20604255	5491
6	43224637	4931
6	44154713	4727
6	44942202	4193
6	58438414	4952
6	60979656	4625
6	61504476	4824
6	62300296	4894
6	63012001	4827
6	63927101	4406
6	64660113	6843
6	80070249	4431
6	80736576	7208
6	92790715	4945
6	93522023	4603
6	94341431	7082
6	97140804	4927
6	98148084	4759
6	99083275	4798
6	99890525	4915
6	100821005	4888
6	101589897	4768
6	102375297	3670
6	112826520	4641
6	113710969	4983
6	114745334	4281
6	159589219	4827
6	160377330	4965
6	161224287	4658
6	161889249	4159
6	162504387	5177
6	164831680	4703
6	165470667	6250
7	2844374	4974
7	3412454	6839
7	9769563	4823
7	10365054	5403
7	12243417	4960
7	12837987	4752
7	13386179	4835
7	14002895	6802
7	47079178	4873
7	47851378	4880
7	48624519	4456
